,Number_of_var,F1_score
0.892,55,0.8244444444444443
0.893,55,0.8244444444444443
0.894,55,0.8244444444444443
0.895,55,0.8244444444444443
0.896,55,0.8244444444444443
0.897,55,0.8244444444444443
0.898,55,0.8244444444444443
0.899,56,0.8245833333333333
0.9,56,0.8245833333333333
0.901,56,0.8245833333333333
0.902,56,0.8245833333333333
0.903,56,0.8245833333333333
0.904,56,0.8245833333333333
0.905,56,0.8245833333333333
0.906,56,0.8245833333333333
0.907,56,0.8245833333333333
0.908,57,0.8244444444444443
0.909,57,0.8244444444444443
0.91,57,0.8244444444444443
0.911,56,0.8243055555555555
0.912,57,0.8244444444444443
0.913,57,0.8244444444444443
0.914,57,0.8244444444444443
0.915,56,0.8243055555555555
0.916,56,0.8243055555555555
0.917,57,0.8244444444444443
0.918,56,0.8243055555555555
0.919,56,0.8243055555555555
0.92,56,0.8243055555555555
0.921,56,0.8243055555555555
0.922,56,0.8243055555555555
0.923,56,0.8243055555555555
0.924,56,0.8243055555555555
0.925,56,0.8243055555555555
0.926,57,0.8244444444444443
0.927,56,0.8243055555555555
0.928,56,0.8243055555555555
0.929,56,0.8243055555555555
0.93,56,0.8243055555555555
0.931,56,0.8243055555555555
0.932,56,0.8243055555555555
0.933,56,0.8243055555555555
0.934,56,0.8243055555555555
0.935,56,0.8243055555555555
0.936,56,0.8243055555555555
0.937,56,0.8243055555555555
0.9380000000000001,56,0.8243055555555555
0.9390000000000001,56,0.8243055555555555
0.9400000000000001,56,0.8243055555555555
0.9410000000000001,56,0.8243055555555555
0.9420000000000001,56,0.8243055555555555
0.9430000000000001,56,0.8243055555555555
0.9440000000000001,56,0.8243055555555555
0.9450000000000001,56,0.8243055555555555
0.9460000000000001,56,0.8243055555555555
0.9470000000000001,56,0.8243055555555555
0.9480000000000001,56,0.8243055555555555
0.9490000000000001,56,0.8243055555555555
0.9500000000000001,56,0.8243055555555555
0.9510000000000001,56,0.8243055555555555
0.9520000000000001,56,0.8243055555555555
0.9530000000000001,56,0.8243055555555555
0.9540000000000001,56,0.8243055555555555
0.9550000000000001,56,0.8243055555555555
0.9560000000000001,56,0.8243055555555555
0.9570000000000001,56,0.8243055555555555
0.9580000000000001,56,0.8243055555555555
0.9590000000000001,56,0.8243055555555555
0.9600000000000001,56,0.8243055555555555
0.9610000000000001,56,0.8243055555555555
0.962,56,0.8243055555555555
0.963,56,0.8243055555555555
0.964,56,0.8243055555555555
0.965,56,0.8243055555555555
0.966,56,0.8243055555555555
0.967,56,0.8243055555555555
0.968,56,0.8243055555555555
0.969,56,0.8243055555555555
0.97,56,0.8243055555555555
0.971,56,0.8243055555555555
0.972,56,0.8243055555555555
0.973,56,0.8243055555555555
0.974,56,0.8243055555555555
0.975,56,0.8243055555555555
0.976,56,0.8243055555555555
0.977,56,0.8243055555555555
0.978,56,0.8243055555555555
0.979,56,0.8243055555555555
0.98,56,0.8243055555555555
0.981,56,0.8243055555555555
0.982,56,0.8243055555555555
0.983,56,0.8243055555555555
0.984,56,0.8243055555555555
0.985,56,0.8243055555555555
0.986,56,0.8243055555555555
0.987,56,0.8243055555555555
0.988,56,0.8243055555555555
0.989,56,0.8243055555555555
0.99,56,0.8243055555555555
0.991,56,0.8243055555555555
0.992,56,0.8243055555555555
0.993,56,0.8243055555555555
0.994,56,0.8243055555555555
0.995,56,0.8243055555555555
0.996,56,0.8243055555555555
0.997,56,0.8243055555555555
0.998,56,0.8243055555555555
0.999,56,0.8243055555555555
